start_station_name,year,number_of_rides
Central Park Ave & North Ave,2022,1149
Ashland Ave & Archer Ave,2022,1143
Clark St & Jarvis Ave,2022,1142
State St & 29th St,2022,1124
Cottage Grove Ave & 63rd St,2022,1121
Western Ave & Granville Ave,2022,1120
Clinton St & Polk St,2022,1091
Racine Ave & 35th St,2022,1081
Dorchester Ave & 49th St,2022,1079
Elston Ave & George St,2022,1079
California Ave & 21st St,2022,1074
Kedzie Ave & Foster Ave,2022,1069
MLK Jr Dr & Pershing Rd,2022,1066
South Shore Dr & 67th St,2022,1062
Normal Ave & Archer Ave,2022,1056
Warren Park West,2022,1046
Central St & Girard Ave,2022,1030
Western Ave & Howard St,2022,1030
Wood St & Webster Ave,2022,1030
Knox Ave & Montrose Ave,2022,1020
Central St Metra,2022,1014
Elmwood Ave & Austin St,2022,994
Warren Park East,2022,991
DuSable Museum,2022,990
Keystone Ave & Fullerton Ave,2022,980
Cottage Grove Ave & Oakwood Blvd,2022,979
Calumet Ave & 51st St,2022,975
Clark St & Touhy Ave,2022,972
Dodge Ave & Church St,2022,925
Base - 2132 W Hubbard,2022,922
Racine Ave & 13th St,2022,917
Francisco Ave & Montrose Ave,2022,901
Keystone Ave & Montrose Ave,2022,889
Kedzie Ave & Bryn Mawr Ave,2022,887
Washtenaw Ave & Ogden Ave,2022,886
Bosworth Ave & Howard St,2022,877
Budlong Woods Library,2022,871
California Ave & Lake St,2022,855
Western Ave & 24th St,2022,848
Sawyer Ave & Irving Park Rd,2022,834
Western Ave & Grace St,2022,834
Wood St & 35th St,2022,827
Ridge Blvd & Howard St,2022,810
Kildare Ave & Montrose Ave,2022,806
N Southport Ave & W Newport Ave,2022,804
63rd St Beach,2022,797
2112 W Peterson Ave,2022,794
Kedzie Ave & Lake St,2022,792
Leavitt St & Archer Ave,2022,790
St. Louis Ave & Balmoral Ave,2022,785
Prairie Ave & 43rd St,2022,774
Valli Produce - Evanston Plaza,2022,752
Kedzie Ave & George St,2022,750
W Washington Blvd & N Peoria St,2022,739
Francisco Ave & Bloomingdale Ave,2022,723
Troy St & Grace St,2022,721
Dorchester Ave & 63rd St,2022,710
California Ave & 23rd Pl,2022,707
Conservatory Dr & Lake St,2022,704
Kedzie Ave & Chicago Ave,2022,699
N Paulina St & Lincoln Ave,2022,689
Damen Ave & Coulter St,2022,682
Central Park Ave & Ogden Ave,2022,681
Princeton Ave & 47th St,2022,678
Ridge Blvd & Touhy Ave,2022,666
N Shore Channel Trail & Argyle St,2022,632
Kedzie Ave & 48th Pl,2022,625
Pulaski Rd & 51st St,2022,616
Pulaski Rd & Eddy St (Temp),2022,603
Milwaukee Ave & Cuyler Ave,2022,601
Maplewood Ave & Peterson Ave,2022,589
Rockwell St & Cermak Rd,2022,583
Western Ave & Gunnison St,2022,578
Long & Irving Park,2022,573
Sacramento Blvd & Addison St,2022,559
Lincolnwood Dr & Central St,2022,546
MLK Jr Dr & 47th St,2022,546
State St & 95th St,2022,540
Narragansett & Wrightwood,2022,536
Loomis St & Lexington St*,2022,532
Lincoln Ave & Balmoral Ave,2022,519
Oakley Ave & Touhy Ave,2022,518
Jeffery Blvd & 67th St,2022,513
Elston Ave & Henderson St,2022,504
State St & 79th St,2022,500
Burnham Greenway & 112th St,2022,495
Fairfield Ave & Roosevelt Rd,2022,489
Washtenaw Ave & Polk St,2022,489
Dodge Ave & Main St,2022,474
Halsted St & 37th St,2022,469
Green St & Madison Ave*,2022,461
Kilbourn Ave & Irving Park Rd,2022,458
Archer (Damen) Ave & 37th St,2022,456
Wolcott Ave & Fargo Ave,2022,456
Stony Island Ave & 64th St,2022,454
Halsted St & 47th Pl,2022,444
MLK Jr Dr & 63rd St,2022,441
South Shore Dr & 74th St,2022,437
Western Ave & Berteau Ave,2022,436
Wentworth Ave & 63rd St,2022,435
California Ave & Winona St,2022,431
Stony Island Ave & 67th St,2022,423
MLK Jr Dr & 56th St,2022,416
Harlem & Irving Park,2022,414
N Damen Ave & W Chicago Ave,2022,413
Wabash Ave & 87th St,2022,402
Malcolm X College,2022,399
Kedzie Ave & 21st St,2022,395
Damen Ave & Pershing Rd,2022,394
Jeffery Blvd & 71st St,2022,391
Whipple/Irving Park,2022,385
Albany Ave & Belmont Ave,2022,383
Princeton Ave & Garfield Blvd,2022,381
Ashland Ave & McDowell Ave,2022,377
Central Ave & Chicago Ave,2022,377
California Ave & 26th St,2022,374
Dodge Ave & Mulford St,2022,368
MTV Hubbard St,2022,368
Millard Ave & 26th St,2022,368
Eberhart Ave & 61st St,2022,365
Stony Island Ave & 71st St,2022,362
Austin Blvd & Lake St,2022,361
Indiana Ave & 40th St,2022,354
Cottage Grove Ave & 67th St,2022,351
Campbell Ave & Irving Park Rd,2022,348
Stony Island Ave & 75th St,2022,348
Union Ave & Root St,2022,347
Lockwood Ave & Wrightwood Ave,2022,346
Narragansett & Irving Park,2022,339
Wells St & Institute Pl,2022,336
Chicago State University,2022,335
Western Blvd & 48th Pl,2022,335
Kilpatrick Ave & Parker Ave,2022,332
Lincoln Ave & Peterson Ave,2022,327
Sacramento Blvd & Franklin Blvd,2022,317
Halsted St & 51st St,2022,316
Kedzie Ave & 57th St,2022,316
Public Rack - Milwaukee Ave & Diversey Ave,2022,312
Kilbourn Ave & Milwaukee Ave,2022,303
Central Park Ave & 24th St,2022,302
Ping Tom Park (East),2022,295
Austin Blvd & Madison St,2022,292
Base - 2132 W Hubbard Warehouse,2022,292
Phillips Ave & 79th St,2022,288
Lamon Ave & Belmont Ave,2022,286
Calumet Park,2022,283
Lawler Ave & 50th St,2022,276
Hoyne Ave & 47th St,2022,274
Kedzie Ave & Roosevelt Rd,2022,271
Cottage Grove Ave & 83rd St,2022,270
Kilbourn & Roscoe,2022,267
Albany Ave & 26th St,2022,265
Halsted & 63rd - Kennedy-King Vaccination Site,2022,264
Marshfield Ave & 44th St,2022,263
Western Ave & 111th St,2022,259
Kenosha & Wellington,2022,255
Central Ave & Roscoe St,2022,254
Ashland Ave & Pershing Rd,2022,248
Halsted St & 96th St,2022,247
Kostner Ave & Adams St,2022,247
Kedzie Ave & 24th St,2022,246
Cottage Grove Ave & 71st St,2022,245
Rockwell St & Archer Ave,2022,245
Sayre & Diversey,2022,243
Austin Blvd & Chicago Ave,2022,242
Public Rack - Hamlin Ave & Fullerton Ave,2022,242
Lavergne & Fullerton,2022,240
Exchange Ave & 79th St,2022,239
Yates Blvd & 75th St,2022,239
Perry Ave & 69th St,2022,236
Maryland Ave & 104th St,2022,233
Public Rack - California Ave & Cortez St,2022,230
Komensky Ave & 31st St,2022,229
Eastlake Ter & Howard St,2022,228
Big Marsh Park,2022,227
Western Ave & 104th St,2022,222
Pulaski Rd & 21st St,2022,219
Rainbow Beach,2022,218
State St & 54th St,2022,216
Walden Pkwy & 100th St,2022,213
Kostner Ave & Wrightwood Ave,2022,212
Evans Ave & 75th St,2022,204
Burnham Greenway & 105th St,2022,203
Harding Ave & 26th St,2022,202
May St & 69th St,2022,199
Narragansett Ave & School St,2022,198
Shields Ave & 43rd St,2022,198
State St & Pershing Rd,2022,198
Vernon Ave & 79th St,2022,193
Mulligan Ave & Wellington Ave,2022,191
Public Rack - Lawndale Ave & Diversey Ave,2022,190
Damen Ave & 59th St,2022,187
Racine Ave & Garfield Blvd,2022,186
Public Rack - Christiana Ave & Belmont Ave,2022,185
Central Ave & Madison St,2022,184
Western & 28th - Velasquez Institute Vaccination Site,2022,182
Commercial Ave & 130th St,2022,181
Commercial Ave & 83rd St,2022,179
Central Ave & Lake St,2022,173
Stony Island Ave & 82nd St,2022,173
Public Rack - Spaulding Ave & Evergreen Ave,2022,171
Dauphin Ave & 87th St,2022,168
Long Ave & Belmont Ave,2022,168
Prospect Sq & 91st St,2022,168
Cottage Grove Ave & 111th Pl,2022,166
Lawndale Ave & 30th St,2022,166
Campbell Ave & Montrose Ave (Temp),2022,165
Central Park Ave & Ohio St,2022,165
Public Rack - Spaulding Ave & North Ave,2022,164
Sacramento Ave & Pershing Rd,2022,163
Vernon Ave & 75th St,2022,162
Fullerton & Monitor,2022,161
Cicero Ave & Lake St,2022,160
Halsted St & 78th St,2022,160
Houston Ave & 92nd St,2022,158
N Clark St & W Elm St,2022,158
Long Ave & Belden Ave,2022,156
Kedzie Ave & Harrison St,2022,155
Kilpatrick Ave & Grand Ave,2022,155
Virginia Ave & Catalpa Ave,2022,154
Central Park Blvd & 5th Ave,2022,153
Elizabeth St & 92nd St,2022,153
Western Ave & Ardmore Ave,2022,153
Laramie Ave & Kinzie St,2022,152
Orange & Addison,2022,152
Kostner Ave & Armitage Ave,2022,151
MLK Jr Dr & 83rd St,2022,151
Public Rack - Cicero Ave & Wrightwood Ave,2022,151
Public Rack - Washtenaw Ave & Devon Ave,2022,151
Ashland Ave & 63rd St,2022,150
Hale Ave & 107th St,2022,150
Indiana Ave & 103rd St,2022,149
Washtenaw Ave & Peterson Ave,2022,149
Halsted St & 73rd St,2022,148
Laramie Ave & Madison St,2022,148
Lawndale Ave & 111th St,2022,148
Stewart Ave & 83rd St,2022,148
Albany Ave & 16th St,2022,146
Eggleston Ave & 69th St,2022,143
St Louis Ave & 59th St,2022,143
Stewart Ave & 63rd St,2022,143
Pulaski & Ann Lurie Pl,2022,142
Baltimore Ave & 87th St,2022,139
Archer Ave & 43rd St,2022,137
Kilbourn & Belden,2022,137
Komensky Ave & 55th St,2022,137
Morgan St & Pershing Rd,2022,136
Public Rack - Pulaski Rd & Armitage Ave,2022,136
Latrobe Ave & Chicago Ave,2022,135
Pulaski Rd & Congress Pkwy,2022,135
Kedzie Ave & 52nd St,2022,133
Lamon Ave & Armitage Ave,2022,133
Public Rack - Lowell Ave & Elston Ave,2022,133
Jeffery Blvd & 76th St,2022,132
Seeley Ave & Garfield Blvd,2022,132
Homewood Ave & 115th St,2022,131
W 103rd St & S Avers Ave,2022,130
Washtenaw Ave & Superior St,2022,130
Cottage Grove Ave & 78th St,2022,128
Ellis Ave & 83rd St,2022,128
Kedzie Ave & 45th St,2022,127
Washtenaw Ave & Madison St,2022,126
Francisco Ave & 47th St,2022,125
Public Rack - Kedzie Ave & Argyle St,2022,125
Phillips Ave & 83rd St,2022,123
Stony Island Ave & 90th St,2022,123
Central Ave & Parker Ave,2022,122
Oak Park & Wellington,2022,122
Public Rack - Kostner Ave & Armitage Ave,2022,122
Richmond St & Lincoln Ave,2022,122
Summit Ave & 86th St,2022,122
California & 16th St,2022,121
Marquette Ave & 89th St,2022,120
Ashland Ave & 50th St,2022,119
Avenue O & 118th St,2022,119
Meade Ave & Diversey Ave,2022,119
Pulaski Rd & Lake St,2022,119
East End Ave & 87th St,2022,118
Rockwell St & 57th St,2022,117
Pulaski Rd & 44th St,2022,116
Hamlin Ave & 62nd Pl,2022,115
Public Rack - Hamlin Ave & Montrose Ave,2022,115
St Louis Ave & Norman Bobbins Ave,2022,114
Elizabeth St & 47th St,2022,113
Tripp Ave & 65th St,2022,113
Damen Ave & 51st St,2022,112
Halsted St & 56th St,2022,111
Loomis Blvd & 84th St,2022,111
Loomis St & 89th St,2022,111
Torrence Ave & 106th St,2022,111
Ashland Ave & Garfield Blvd,2022,109
Dauphin Ave & 103rd St,2022,109
Hegewisch Metra Station,2022,108
Hyde Park Blvd & 55th St,2022,108
Stony Island Ave & South Chicago Ave,2022,108
California Ave & Marquette Rd,2022,107
Public Rack - Milwaukee Ave & Haussen Ct,2022,107
Cornell Dr & Hayes Dr,2022,106
Cicero Ave & Grace St,2022,105
Kedzie Ave & 110th St,2022,105
Kildare Ave & 47th St,2022,105
Public Rack - Monticello Ave & Belmont Ave,2022,105
Eberhart Ave & 91st St,2022,104
Midway Orange Line,2022,104
Greenwood Ave & 97th St,2022,103
Clyde Ave & 87th St,2022,102
Constance Ave & 95th St,2022,102
Shabbona Park,2022,102
Artesian Ave & 55th St,2022,101
Halsted St & 104th St,2022,101
Halsted St & 111th St,2022,101
Karlov Ave & Madison St,2022,101
Kostner Ave & 63rd St,2022,101
Cicero Ave & Quincy St,2022,100
Monticello Ave & Chicago Ave,2022,100
Vernon Ave & 107th St,2022,100
Central Ave & Harrison St,2022,99
Vincennes Ave & 104th St,2022,99
Major Taylor Trail & 115th St,2022,98
Sacramento Blvd & Fulton Ave,2022,98
Doty Ave & 111th St,2022,96
Ewing Ave & Burnham Greenway,2022,95
Western Ave & Lake St,2022,93
Throop St & 52nd St,2022,92
Public Rack - Lockwood Ave & Diversey Ave,2022,91
Public Rack - Milwaukee Ave & School St,2022,91
Public Rack - Mozart Elementary School,2022,91
Fairfield Ave & 44th St,2022,90
Homan Ave & 65th St,2022,90
Kenneth Ave & 50th St,2022,90
Kenton Ave & Madison St,2022,90
Major Taylor Trail & 124th St,2022,90
Public Rack - Keystone Ave & North Ave,2022,90
Michigan Ave & 71st St,2022,88
Oglesby Ave & 100th St,2022,87
Central Park & Augusta Blvd,2022,86
Greenwood Ave & 79th St,2022,86
Avenue O & 134th St,2022,85
Ashland Ave & 74th St,2022,84
Halsted St & 69th St,2022,82
Public Rack - Rockwell Ave & Touhy Ave ,2022,81
Vincennes Ave & 75th St,2022,81
State St & 76th St,2022,80
Greenwood Ave & 91st St,2022,79
Public Rack - Washtenaw Ave & Superior St,2022,79
Hoyne Ave & 34th St,2022,78
Public Rack - Kenton Ave & Palmer St,2022,78
Public Rack - Woodlawn Ave & 63rd St - NE,2022,78
Kostner Ave & Lake St,2022,77
Springfield Ave & 47th St,2022,77
Cicero Ave & Flournoy St,2022,76
Bennett Ave & 79th St,2022,74
Meade Ave & Addison St,2022,74
Kenton Ave & Palmer St,2022,73
Maplewood Ave & 59th St,2022,73
Mason Ave & Belmont Ave,2022,73
South Chicago Ave & 83rd St,2022,73
Spaulding Ave & 63rd St,2022,73
Public Rack - Western Ave & Jarvis Ave,2022,72
Spaulding Ave & 16th St,2022,72
Yates Blvd & 93rd St,2022,72
Central Park Ave & Douglas Blvd,2022,71
Torrence Ave & 126th Pl,2022,71
Public Rack - Jensen Park,2022,70
Pulaski Rd & 60th St,2022,70
State St & 123rd St,2022,70
Ashland Ave & 78th St,2022,69
Damen Ave & 33rd St,2022,69
Kildare & Cermak,2022,69
Racine Ave & 109th Pl,2022,69
Milwaukee Ave & Diversey Ave,2022,68
Oketo Ave & Addison St,2022,68
La Villita Park (Albany/30th),2022,67
Wabash Ave & 83rd St,2022,67
Francisco Ave & Hollywood Ave,2022,66
Halsted St & 59th St,2022,66
Hyde Park Blvd & 53rd St,2022,65
Olive Harvey College,2022,65
Woodlawn Ave & 75th St,2022,65
Campbell Ave & 51st St,2022,63
Western Blvd & 49th St,2022,63
Public Rack - Avers Ave & Irving Park Rd,2022,62
Public Rack - Karlov Ave & Kamerling Ave,2022,62
Richmond St & 59th St,2022,62
Homan Ave & Fillmore St,2022,61
Altgeld Gardens,2022,60
Harlem Ave & Grace St,2022,60
Martin Luther King Dr & 111th St,2022,60
Commercial Ave & 100th St,2022,59
Eberhart Ave & 131st St,2022,59
Halsted St & 63rd St,2022,59
Lamon Ave & Chicago Ave,2022,59
Public Rack - Keystone Ave & Irving Park Rd,2022,59
Public Rack - Milwaukee Ave & Addison St,2022,59
Public Rack - Western Ave & Devon Ave,2022,59
Bloomingdale Ave & Harlem Ave,2022,58
California Ave & 36th St,2022,58
Laramie Ave & Gladys Ave,2022,58
Public Rack - Racine Ave & 109th Pl,2022,57
Rhodes Ave & 71st St,2022,57
Lawndale Ave & 16th St,2022,56
Narragansett & McLean,2022,56
NewHastings,2022,56
Tripp Ave & 31st St,2022,56
Nordica & Medill,2022,55
Racine Ave & 65th St,2022,55
Christiana Ave & Archer Ave,2022,54
Harold Washington Park,2022,54
Public Rack - Sacramento Ave & Devon Ave,2022,54
Sacramento Ave & 25th St,2022,54
Racine Ave & 61st St,2022,53
Eggleston Ave & 92nd St,2022,52
Mozart St & Jackson Blvd,2022,52
Mozart Elementary School,2022,51
Sacramento Blvd & Polk St,2022,50
Cicero Ave & Wrightwood Ave,2022,49
Public Rack - Harold Washington Park,2022,49
Public Rack - Jonathan Y Scammon Public School,2022,49
Public Rack - Rockwell & Division,2022,49
Marshfield Ave & 59th St,2022,48
Public Rack - Woodlawn Ave & 63rd St N,2022,48
Whipple St & Roosevelt Rd,2022,48
Kedzie Ave & 104th St,2022,47
Kildare Ave & 55th St,2022,47
Ada St & 113th St,2022,46
Bradley Park,2022,46
Elizabeth St & 59th St,2022,46
Albany Ave & Douglas Blvd,2022,45
Ashland Ave & 66th St,2022,45
Public Rack - California Ave & Touhy Ave - NW,2022,45
Calumet Ave & 71st St,2022,44
Public Rack - Cicero Ave & Roscoe St,2022,44
Public Rack - Hamlin Ave & Grand Ave,2022,44
Robert Fulton Elementary School,2022,44
Roscoe & Harlem,2022,44
Western Ave & Jarvis Ave,2022,44
Woodlawn & 103rd - Olive Harvey Vaccination Site,2022,44
Hamlin Ave & Fullerton Ave,2022,43
Major Ave & Bloomingdale Ave,2022,43
Public Rack - State ST & 42nd St,2022,43
Long Ave & North Ave,2022,42
Michigan Ave & 114th St,2022,42
Plainfield & Irving Park,2022,42
Public Rack - Calumet Ave & 51st St,2022,42
Hamlin Ave & Montrose Ave,2022,41
Kildare Ave & 26th St,2022,41
Kimbark Ave & 67th St,2022,41
Public Rack - Christiana Ave & Archer Ave,2022,41
Lafayette Ave & 95th St,2022,40
Public Rack - Austin Ave & Roscoe St,2022,40
Public Rack - Christiana Ave & Lawrence Ave,2022,40
Leamington Ave & Hirsch St,2022,39
Newcastle Ave & Belden Ave,2022,39
Public Rack - Sawyer Ave & Lawrence Ave,2022,39
Carpenter St & 63rd St,2022,38
Public Rack - Nagle Ave & Belmont Ave,2022,38
Public Rack - Pulaski Rd & 44th St,2022,38
Public Rack - Pulaski Rd & Fullerton Ave,2022,38
Cicero Ave & Wellington Ave,2022,37
Homewood Ave & Monterey Ave,2022,37
Augusta Blvd & Laramie Ave,2022,36
Public Rack - California Ave & Devon Ave - NW,2022,36
Public Rack - Eli Whitney Public School,2022,36
Public Rack - King Dr & 115th St,2022,36
Public Rack - McCormick Blvd & Devon Ave,2022,36
Keeler Ave & Roosevelt Rd,2022,35
Public Rack - Fullerton Ave & Narragansett Ave,2022,35
Public Rack - Kilbourn Ave & Fullerton Ave,2022,35
Pulaski Rd & 51st Rd,2022,35
Spaulding Ave & Evergreen Ave,2022,35
Nagle Ave & Belmont Ave,2022,34
Public Rack - California Ave & Ogden Ave,2022,34
Public Rack - Lake Shore Dr & Hayes Dr,2022,34
Pulaski Rd & Fullerton Ave,2022,34
Avenue L & 114th St,2022,33
Monticello Ave & Belmont Ave,2022,33
Public Rack - Chopin Park,2022,33
Rockwell St & 63rd St,2022,33
Wentworth Ave & 104th St,2022,33
Wood St & 47th St,2022,33
Kedzie Ave & 61st Pl,2022,32
Western Ave & 62nd St,2022,32
Damen Ave & 74th St,2022,31
Lavergne Ave & 46th St,2022,31
Lawndale Ave & Diversey Ave,2022,31
Public Rack - Avondale Ave & Addison St,2022,31
Public Rack - Campbell Ave & Pratt Blvd,2022,31
Public Rack - Laramie Ave & Belmont Ave,2022,31
Public Rack - Lorel Ave & Grand Ave,2022,31
Public Rack - Drake Ave & Leland Ave,2022,30
Public Rack - Kildare Ave & Division St,2022,30
Public Rack - Penn Elementary School / KIPP Ascend Middle School,2022,30
Public Rack - Sacramento Ave & Greenleaf Ave,2022,30
Troy Ave & 27th St,2022,30
Walden Pkwy & 103rd St,2022,30
Lavergne Ave & Division St,2022,29
Milwaukee Ave & Haussen Ct,2022,29
Tripp Ave & 15th St,2022,29
Loomis St & 87th St,2022,28
Public Rack - Laramie Ave & Fullerton Ave,2022,28
Public Rack - Western Blvd & 49th St,2022,28
Kedzie Ave & 54th St - SE,2022,27
Public Rack - Kostner Ave & Diversey Ave,2022,27
Public Rack - Spaulding Ave & Foster Ave,2022,27
Public Rack - Karlov Ave & Milwaukee Ave,2022,26
Public Rack - Menard Ave & Dakin St - midblock,2022,26
Troy St & Jackson Blvd,2022,26
Menard Ave & Division St,2022,25
Public Rack - Evans Ave & 63rd St,2022,25
Public Rack - Hyde Park Blvd & 55th St,2022,25
Public Rack - Kostner Ave & North Ave,2022,25
Public Rack - Loomis St & 87th St,2022,25
Public Rack - Spaulding Ave & Bryn Mawr Ave,2022,25
Public Rack - St Louis Ave & Berteau Ave,2022,25
Public Rack - Walden Pkwy & 103rd St,2022,25
Western Ave & 28th St,2022,25
Kildare Ave & Chicago Ave,2022,24
North Ave & New England Ave,2022,24
South Chicago Ave & Elliot Ave,2022,24
Steelworkers Park,2022,24
Public Rack - Kedvale Ave & Avondale Ave,2022,23
Public Rack - Kimbark Ave & 67th St,2022,23
Keystone Ave & North Ave,2022,22
Public Rack - Grand Ave & North Ave,2022,22
Pulaski Rd & Armitage Ave,2022,22
Christiana Ave & Belmont Ave,2022,21
Marquette Ave & 79th St,2022,21
Public Rack - Austin Ave & Wrightwood Ave,2022,21
Public Rack - Cicero Ave & Cortland St - midblock,2022,21
Public Rack - Kimball Ave & Carmen Ave,2022,21
Public Rack - Laramie Ave & Grand Ave,2022,20
Pullman - Walmart,2022,20
Western Ave & 79th St,2022,20
Kedzie Ave & 54th St - SW,2022,19
Lowell Ave & Elston Ave,2022,19
Prairie Ave & 47th St - midblock,2022,19
Public Rack - Hoyne Ave & 110th Pl,2022,19
Public Rack - Tripp Ave & North Ave,2022,19
Avers Ave & Archer Ave,2022,18
Bissell St & Armitage Ave - Charging,2022,18
Jonathan Y Scammon Public School,2022,18
Kedzie Ave & 63rd St,2022,18
Kildare Ave & Division St,2022,18
Public Rack - California Ave & Devon Ave - NE,2022,18
Public Rack - Western Ave & 96th St,2022,18
532 E 43rd St,2022,17
Kedzie Ave & 58th St,2022,17
Milwaukee Ave & Addison St,2022,17
Public Rack - Cicero Ave & Altgeld St,2022,17
Public Rack - Cicero Ave & North Ave,2022,17
Pulaski & 52nd,2022,17
Wilton Ave & Diversey Pkwy - Charging,2022,17
Cottage Grove Ave & 111th St,2022,16
Menard Ave & North Ave,2022,16
Neva Ave & Grand Ave,2022,16
Parkside Ave & Armitage Ave,2022,16
Public Rack - Avers Ave & Ogden Ave,2022,16
Public Rack - Cicero Ave & Wellington Ave,2022,16
Public Rack - Menard Ave & Grand Ave,2022,16
Spaulding Ave & North Ave,2022,16
Brandon Ave & 91st St,2022,15
Kolin Ave & Archer Ave,2022,15
N Narragansett Ave & Grand Ave,2022,15
Panama Ave & Grace St,2022,15
Public Rack - Brainerd Park,2022,15
Public Rack - Melvina Ave & Belmont Ave,2022,15
Public Rack - Woodlawn Ave & 63rd St - SE,2022,15
Greenwood Ave & Lake Park Ave,2022,14
Public Rack - Kedvale Ave & Addison St,2022,14
Public Rack - King Dr & Oakwood Blvd,2022,14
Public Rack - South Shore Dr & 71st St,2022,14
S Aberdeen St & W 106th St,2022,14
Western Ave & 92nd Pl,2022,14
Albany Ave & 63rd St,2022,13
Komensky Ave & 59th St,2022,13
Public Rack - Champlain Ave & 65th St,2022,13
Public Rack - Chase Ave & Touhy Ave - NE,2022,13
Public Rack - Komensky Ave & 26th St,2022,13
Racine Ave & 76th,2022,13
Rockwell Ave & Touhy Ave ,2022,13
Wood St & 103rd St,2022,13
Abbott Park,2022,12
Langley Ave & 79th St,2022,12
